1.012081,9.030144,0.011249,2.667856,2.039602,6.095020,7.814765,19.551901,2.13739,0.579953,35.837215,7.123199,2.429286,9.552485,3.552974,1.438142,4.991116,0.016410,20.180927,6.685;
0.982911,8.740498,0.007596,4.406621,2.039998,5.660199,7.304709,18.872068,2.12503,0.572681,30.735080,6.711356,2.416116,9.127472,3.378421,1.853682,5.232103,0.016138,19.311188,6.282;
0.992928,8.817682,0.009134,2.613673,2.015242,5.741069,7.511109,18.917623,3.39041,0.4897,30.562250,6.731315,2.393299,9.124614,3.391185,1.451137,4.842322,0.016606,19.943623,6.233;
;
0,87,9,10,5,0,0,0,14,0,0,252,11,29,0,0,78,9,21,217,3,0,0,109,54,3,725,287,458,6,1048332,12006,1254241,15646,197,0,0,0,0,0,0,0,0,0,0,4192214,12195,1202920,17654,183,0,0,0,0,0,0,0,0,0,0,1215871,9548736,1359959,0,0,0,0,0,0,0,0,0,0,0,0,1267339,17672812,1426008,0,0,0,0,0,0,0,0,0,0,0,0,2469729,216414,34,0,0,0,0,0,0,0,0,0,0,0,0,3259399,384915,76,0,0,0,0,0,0,0,0,0,0,0,0,10,1536,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106919,0,0,0,0,0,11916,126,143,0,0,0,0,0,0,0,0,0,0,0,0,11303940,612632,547873,0,0,0,0,0,0,0,0,0,0,0,0,9425,6146,1440670,222,2148,0,0,0,0,0,0,0,0,0,0;
4,4,86,82,28,29,0,0,43,47,85,1,82,76,53,4,8,247,239,46,117,1,1,44,63,245,4,151,96,213,94,13222,593890,12084,25669,0,0,0,0,0,0,0,0,0,0,735,13124,617632,11557,24325,0,0,0,0,0,0,0,0,0,0,4391703,1464707,4325682,0,0,0,0,0,0,0,0,0,0,0,0,7438420,1849397,7362116,0,0,0,0,0,0,0,0,0,0,0,0,6886964,2547639,467,0,0,0,0,0,0,0,0,0,0,0,0,2082341,963433,172,0,0,0,0,0,0,0,0,0,0,0,0,513,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2256265,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16946087,0,0,0,0,0,34,2,4,0,0,0,0,0,0,0,0,0,0,0,0,7217,5709,26504,0,0,0,0,0,0,0,0,0,0,0,0,576664,576919,2,480310,480271,4,0,0,0,0,0,0,0,0,0;
0,28,3,3,1,0,0,0,4,0,0,84,3,9,0,0,24,3,7,72,1,0,0,36,17,1,242,95,150,1,349434,3083,414095,4229,7,0,0,0,0,0,0,0,0,0,0,1397369,3170,392923,4754,5,0,0,0,0,0,0,0,0,0,0,348572,3269819,409246,0,0,0,0,0,0,0,0,0,0,0,0,369786,5948092,438152,0,0,0,0,0,0,0,0,0,0,0,0,368874,19639,5,0,0,0,0,0,0,0,0,0,0,0,0,906427,81852,20,0,0,0,0,0,0,0,0,0,0,0,0,3,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,0,0,0,0,3967,42,47,0,0,0,0,0,0,0,0,0,0,0,0,3768136,204175,182563,0,0,0,0,0,0,0,0,0,0,0,0,2297,2036,480379,71,110,0,0,0,0,0,0,0,0,0,0;
0,0,9,4,2,0,0,0,2,0,0,45,5,7,0,0,1,7,12,20,3,0,0,6,4,3,55,27,47,2,679259,5485,525102,7524,11,0,0,0,0,0,0,0,0,0,0,2637579,5568,479628,8128,2,0,0,0,0,0,0,0,0,0,0,808658,5227529,1122571,0,0,0,0,0,0,0,0,0,0,0,0,893626,9966824,1241239,0,0,0,0,0,0,0,0,0,0,0,0,46088,27960,0,0,0,0,0,0,0,0,0,0,0,0,0,244709,75813,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,7879,83,93,0,0,0,0,0,0,0,0,0,0,0,0,7378689,398131,354992,0,0,0,0,0,0,0,0,0,0,0,0,4434,5060,905058,211,163,0,0,0,0,0,0,0,0,0,0,;
0,87,0,2,1,0,0,0,5,0,0,139,3,15,0,0,76,2,9,101,0,0,0,39,25,0,332,149,241,1,337728,6506,619460,7754,82,0,0,0,0,0,0,0,0,0,0,1327653,6609,596827,9312,141,0,0,0,0,0,0,0,0,0,0,396485,3769240,224100,0,0,0,0,0,0,0,0,0,0,0,0,350931,6353772,166156,0,0,0,0,0,0,0,0,0,0,0,0,2195663,183394,34,0,0,0,0,0,0,0,0,0,0,0,0,2848409,305819,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57307,0,0,0,0,0,3985,42,48,0,0,0,0,0,0,0,0,0,0,0,0,3709385,201261,179338,0,0,0,0,0,0,0,0,0,0,0,0,2245,1070,472812,0,129,0,0,0,0,0,0,0,0,0,0,;
0,87,0,2,1,0,0,0,5,0,0,139,3,15,0,0,76,2,9,101,0,0,0,39,25,0,332,149,241,1,337728,6665,642877,8317,82,0,0,0,0,0,0,0,0,0,0,1327659,6760,619278,9874,141,0,0,0,0,0,0,0,0,0,0,412896,3816643,237915,0,0,0,0,0,0,0,0,0,0,0,0,362143,6406321,176761,0,0,0,0,0,0,0,0,0,0,0,0,2208773,188923,34,0,0,0,0,0,0,0,0,0,0,0,0,2951020,336099,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57359,0,0,0,0,0,3985,42,48,0,0,0,0,0,0,0,0,0,0,0,0,3709530,201273,179344,0,0,0,0,0,0,0,0,0,0,0,0,2257,1074,473043,0,129,0,0,0,0,0,0,0,0,0,0,;
0,0,0,0,0,0,0,0,2,0,0,52,2,5,0,0,0,0,0,76,0,0,0,54,18,0,272,89,133,0,30519,0,53548,51,80,0,0,0,0,0,0,0,0,0,0,225750,8,72350,27,25,0,0,0,0,0,0,0,0,0,0,558,235792,514,0,0,0,0,0,0,0,0,0,0,0,0,344,772201,68,0,0,0,0,0,0,0,0,0,0,0,0,203561,4320,0,0,0,0,0,0,0,0,0,0,0,0,0,140326,2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233,0,0,0,0,0,31,1,2,0,0,0,0,0,0,0,0,0,0,0,0,208610,12792,13163,0,0,0,0,0,0,0,0,0,0,0,0,2682,0,62350,1,1841,0,0,0,0,0,0,0,0,0,0,;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;
;
0,80,7,3,13,0,0,0,11,3,0,213,10,21,1,0,83,9,14,194,0,0,0,111,56,4,801,301,496,7,1048381,11224,1184125,17505,669,0,0,0,0,0,0,0,0,0,0,4193009,11164,1219260,22991,372,0,0,0,0,0,0,0,0,0,0,1247565,9373976,1431872,0,0,0,0,0,0,0,0,0,0,0,0,1339812,16999331,1530672,0,0,0,0,0,0,0,0,0,0,0,0,4421515,583823,127,0,0,0,0,0,0,0,0,0,0,0,0,3412548,478142,109,0,0,0,0,0,0,0,0,0,0,0,0,9,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11897,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6341272,0,0,0,0,0,11943,126,144,0,0,0,0,0,0,0,0,0,0,0,0,11298206,606837,527374,0,0,0,0,0,0,0,0,0,0,0,0,7214,2447,1441225,194,2775,0,0,0,0,0,0,0,0,0,0;
4,6,72,70,24,28,0,0,31,33,71,0,68,65,39,4,5,282,277,63,126,0,0,62,81,281,14,181,119,248,70,13465,613063,11683,23761,0,0,0,0,0,0,0,0,0,0,453,13455,608587,9747,25173,0,0,0,0,0,0,0,0,0,0,4385738,1526314,4304256,0,0,0,0,0,0,0,0,0,0,0,0,7420244,2057465,7324927,0,0,0,0,0,0,0,0,0,0,0,0,7292489,2937944,533,0,0,0,0,0,0,0,0,0,0,0,0,2111055,981647,175,0,0,0,0,0,0,0,0,0,0,0,0,513,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2255372,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16107175,0,0,0,0,0,25,2,3,0,0,0,0,0,0,0,0,0,0,0,0,9176,7651,33375,0,0,0,0,0,0,0,0,0,0,0,0,577596,578208,2,480401,480354,4,0,0,0,0,0,0,0,0,0;
0,26,3,1,4,0,0,0,3,1,0,71,3,6,0,0,27,3,4,63,0,0,0,37,18,0,267,100,162,1,349458,2841,395607,4628,56,0,0,0,0,0,0,0,0,0,0,1397651,2849,400829,6569,13,0,0,0,0,0,0,0,0,0,0,354342,3208088,428823,0,0,0,0,0,0,0,0,0,0,0,0,386931,5736472,471199,0,0,0,0,0,0,0,0,0,0,0,0,880839,83207,21,0,0,0,0,0,0,0,0,0,0,0,0,992729,107689,24,0,0,0,0,0,0,0,0,0,0,0,0,3,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750251,0,0,0,0,0,3976,42,48,0,0,0,0,0,0,0,0,0,0,0,0,3766177,202233,175692,0,0,0,0,0,0,0,0,0,0,0,0,1422,806,480456,57,104,0,0,0,0,0,0,0,0,0,0;
0,0,6,0,3,0,0,0,0,2,0,33,3,6,0,0,1,9,5,8,0,0,0,5,5,0,53,18,36,2,655760,5195,484560,7373,30,0,0,0,0,0,0,0,0,0,0,2689334,5860,499643,8488,19,0,0,0,0,0,0,0,0,0,0,797353,4954223,1180020,0,0,0,0,0,0,0,0,0,0,0,0,905198,9480534,1346797,0,0,0,0,0,0,0,0,0,0,0,0,125469,85442,9,0,0,0,0,0,0,0,0,0,0,0,0,338101,98785,15,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593911,0,0,0,0,0,7897,84,95,0,0,0,0,0,0,0,0,0,0,0,0,7381482,394036,342403,0,0,0,0,0,0,0,0,0,0,0,0,2629,2249,880166,171,152,0,0,0,0,0,0,0,0,0,0,;
0,80,1,2,5,0,0,0,4,1,0,110,2,6,0,0,82,0,7,68,0,0,0,55,25,0,361,132,238,0,346677,6020,609788,9912,589,0,0,0,0,0,0,0,0,0,0,1390024,5293,621232,10814,280,0,0,0,0,0,0,0,0,0,0,440021,3799460,240444,0,0,0,0,0,0,0,0,0,0,0,0,420937,6282275,173112,0,0,0,0,0,0,0,0,0,0,0,0,3739631,492192,114,0,0,0,0,0,0,0,0,0,0,0,0,2926810,376712,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5583368,0,0,0,0,0,3983,42,48,0,0,0,0,0,0,0,0,0,0,0,0,3734664,201156,173685,0,0,0,0,0,0,0,0,0,0,0,0,1424,171,477881,0,133,0,0,0,0,0,0,0,0,0,0,;
0,80,1,2,5,0,0,0,4,1,0,110,2,6,0,0,82,0,7,68,0,0,0,55,25,0,361,132,238,0,346681,6326,652720,10658,595,0,0,0,0,0,0,0,0,0,0,1390028,5612,664677,11593,286,0,0,0,0,0,0,0,0,0,0,460003,3891499,256730,0,0,0,0,0,0,0,0,0,0,0,0,434352,6372005,183701,0,0,0,0,0,0,0,0,0,0,0,0,3814718,530876,118,0,0,0,0,0,0,0,0,0,0,0,0,3094426,419807,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5901179,0,0,0,0,0,3983,42,48,0,0,0,0,0,0,0,0,0,0,0,0,3734818,201167,173690,0,0,0,0,0,0,0,0,0,0,0,0,1424,171,478016,0,133,0,0,0,0,0,0,0,0,0,0,;
0,0,0,0,1,0,0,0,2,0,0,56,2,4,0,0,0,0,1,89,0,0,0,32,17,0,312,114,173,0,45338,5,47371,22,43,0,0,0,0,0,0,0,0,0,0,112129,1,56605,26,65,0,0,0,0,0,0,0,0,0,0,704,242028,552,0,0,0,0,0,0,0,0,0,0,0,0,445,736215,46,0,0,0,0,0,0,0,0,0,0,0,0,540287,2861,2,0,0,0,0,0,0,0,0,0,0,0,0,119207,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,0,0,0,0,0,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,172978,11112,10867,0,0,0,0,0,0,0,0,0,0,0,0,2828,2,82490,0,2439,0,0,0,0,0,0,0,0,0,0,;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;
;
0,76,9,13,18,1,0,0,12,0,0,228,16,27,1,0,83,13,16,180,2,0,0,94,59,3,746,305,477,2,1047516,14279,1262316,19275,605,0,0,0,0,0,0,0,0,0,0,4192906,12413,1156400,17996,445,0,0,0,0,0,0,0,0,0,0,1197793,9477501,1463002,0,0,0,0,0,0,0,0,0,0,0,0,1362153,17267217,1621469,0,0,0,0,0,0,0,0,0,0,0,0,6129463,1004644,195,0,0,0,0,0,0,0,0,0,0,0,0,2884896,485080,66,0,0,0,0,0,0,0,0,0,0,0,0,9,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318303,0,0,0,0,0,11792,117,138,0,0,0,0,0,0,0,0,0,0,0,0,11302546,610328,545067,0,0,0,0,0,0,0,0,0,0,0,0,17571,2009,1440860,176,6926,0,0,0,0,0,0,0,0,0,0;
4,9,78,73,24,29,0,0,35,39,77,1,72,69,45,4,7,258,253,65,122,1,1,57,69,257,10,158,101,226,369,12902,606013,11120,24157,0,0,0,0,0,0,0,0,0,0,504,13176,622830,11517,25097,0,0,0,0,0,0,0,0,0,0,4396876,1473634,4296557,0,0,0,0,0,0,0,0,0,0,0,0,7409229,1919362,7300865,0,0,0,0,0,0,0,0,0,0,0,0,11756708,4695199,837,0,0,0,0,0,0,0,0,0,0,0,0,1683462,779210,147,0,0,0,0,0,0,0,0,0,0,0,0,513,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2254996,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16851885,0,0,0,0,0,81,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7644,6475,27484,0,0,0,0,0,0,0,0,0,0,0,0,577931,578385,0,480280,480262,4,0,0,0,0,0,0,0,0,0;
0,23,3,4,5,0,0,0,4,0,0,76,5,8,0,0,25,4,5,57,0,0,0,31,19,1,248,100,157,0,349159,3410,404914,5192,5,0,0,0,0,0,0,0,0,0,0,1397600,3123,384024,4792,10,0,0,0,0,0,0,0,0,0,0,342833,3262162,437806,0,0,0,0,0,0,0,0,0,0,0,0,398831,5880722,497805,0,0,0,0,0,0,0,0,0,0,0,0,1201532,118828,44,0,0,0,0,0,0,0,0,0,0,0,0,862655,114500,17,0,0,0,0,0,0,0,0,0,0,0,0,3,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3882,0,0,0,0,0,3920,39,46,0,0,0,0,0,0,0,0,0,0,0,0,3767709,203409,181583,0,0,0,0,0,0,0,0,0,0,0,0,1113,655,480329,49,67,0,0,0,0,0,0,0,0,0,0;
0,0,9,5,6,0,0,0,0,0,0,38,7,6,0,0,0,9,6,8,0,0,0,7,6,3,47,23,27,0,658908,5145,457892,7989,3,0,0,0,0,0,0,0,0,0,0,2713312,4367,388033,6598,11,0,0,0,0,0,0,0,0,0,0,765380,5012981,1193485,0,0,0,0,0,0,0,0,0,0,0,0,914122,9705770,1406904,0,0,0,0,0,0,0,0,0,0,0,0,214310,150310,15,0,0,0,0,0,0,0,0,0,0,0,0,348260,105500,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,0,0,0,0,0,7760,76,90,0,0,0,0,0,0,0,0,0,0,0,0,7400635,400406,355581,0,0,0,0,0,0,0,0,0,0,0,0,2069,1824,857523,147,108,0,0,0,0,0,0,0,0,0,0,;
0,76,0,1,4,0,0,0,7,0,0,121,4,10,0,0,83,3,5,70,1,0,0,42,27,0,319,139,222,0,348251,8939,646729,10996,545,0,0,0,0,0,0,0,0,0,0,1393134,8021,656939,11170,321,0,0,0,0,0,0,0,0,0,0,422689,3840780,258951,0,0,0,0,0,0,0,0,0,0,0,0,435672,6529701,207204,0,0,0,0,0,0,0,0,0,0,0,0,5299935,843976,182,0,0,0,0,0,0,0,0,0,0,0,0,2435193,378233,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167742,0,0,0,0,0,3950,38,46,0,0,0,0,0,0,0,0,0,0,0,0,3734420,202109,179411,0,0,0,0,0,0,0,0,0,0,0,0,1085,141,475082,0,90,0,0,0,0,0,0,0,0,0,0,;
0,76,0,1,4,0,0,0,7,0,0,121,4,10,0,0,83,3,5,70,1,0,0,42,27,0,319,139,222,0,348253,9177,698661,11701,545,0,0,0,0,0,0,0,0,0,0,1393135,8289,696103,12195,331,0,0,0,0,0,0,0,0,0,0,441636,3933392,274603,0,0,0,0,0,0,0,0,0,0,0,0,449943,6613314,218179,0,0,0,0,0,0,0,0,0,0,0,0,5400442,891460,186,0,0,0,0,0,0,0,0,0,0,0,0,2580418,415655,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168669,0,0,0,0,0,3950,38,46,0,0,0,0,0,0,0,0,0,0,0,0,3734642,202121,179427,0,0,0,0,0,0,0,0,0,0,0,0,1086,142,475197,0,90,0,0,0,0,0,0,0,0,0,0,;
0,0,0,0,1,0,0,0,4,0,0,56,2,5,0,0,0,0,1,91,0,0,0,42,22,0,335,112,198,0,39810,4,101659,50,30,0,0,0,0,0,0,0,0,0,0,83500,6,65755,26,72,0,0,0,0,0,0,0,0,0,0,587,307841,618,0,0,0,0,0,0,0,0,0,0,0,0,601,610058,38,0,0,0,0,0,0,0,0,0,0,0,0,609224,9002,2,0,0,0,0,0,0,0,0,0,0,0,0,77013,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,0,0,0,0,0,43,0,2,0,0,0,0,0,0,0,0,0,0,0,0,162155,7498,9797,0,0,0,0,0,0,0,0,0,0,0,0,3021,3,107316,0,2465,0,0,0,0,0,0,0,0,0,0,;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;
;
